PATIENT,FIRST_CANCER_DATE,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,AGE,AGE_AT_DIAGNOSIS,ENCOUNTER_COUNT,LAST_ENCOUNTER_DATE,FOLLOWUP_YEARS,MEDICATION_VALIDATED,PROCEDURE_VALIDATED,VALIDATED_COHORT,VALIDATION_SCORE,PHENOTYPE_CONFIDENCE
600e6d25-1dfc-5c84-cb0e-779304084823,2020-12-22,600e6d25-1dfc-5c84-cb0e-779304084823,1960-03-22,,999-52-9529,S99983769,X41396892X,Mrs.,Sharee66,Lindgren255,,Smitham825,M,white,nonhispanic,F,Marblehead  Massachusetts  US,405 Streich Crossroad,Hopkinton,Massachusetts,Middlesex County,,42.24907153750938,-71.52082278973361,1913915.0285000007,714039.0115,62.64202600958248,60.75290896646133,66,2022-01-13 03:39:27,1.0595482546201231,True,True,True,3,High Confidence
601c01c0-b1f3-0f55-07bf-00254f7a41e4,1973-04-20,601c01c0-b1f3-0f55-07bf-00254f7a41e4,1935-05-11,1976-02-06,999-42-5697,S99939722,X4874856X,Mrs.,Cheryl605,Pagac496,,Gulgowski816,M,white,nonhispanic,F,Ludlow  Massachusetts  US,1084 Lockman Alley,Braintree,Massachusetts,Norfolk County,2184.0,42.24477413950092,-70.96758518627642,1546457.9355000006,542382.4844999999,87.50718685831622,37.94387405886379,132,1976-02-07 10:42:22,2.8008213552361396,True,True,True,3,High Confidence
6028f00f-dc23-ac7f-f688-fe9fb412095d,1995-04-11,6028f00f-dc23-ac7f-f688-fe9fb412095d,1926-07-11,,999-34-2440,S99943847,X18554640X,Mr.,Richie600,Reinger292,,,M,white,nonhispanic,M,Malden  Massachusetts  US,493 Rice Ranch,Boston,Massachusetts,Suffolk County,2111.0,42.357777510533595,-70.98897664605755,366995.584,74752.51600000002,96.33949349760438,68.75017111567419,358,2022-01-23 09:48:47,26.78713210130048,False,False,False,1,Low Confidence
606df67a-ae27-5316-36f1-dcd1360f1df4,1991-07-22,606df67a-ae27-5316-36f1-dcd1360f1df4,1926-01-11,2001-12-17,999-52-5997,S99921030,X6005657X,Mr.,Dalton260,Bartoletti50,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,266 Graham Center Suite 41,New Bedford,Massachusetts,Bristol County,,41.6239266781924,-70.98453306286147,2317980.373,323731.2370000001,96.83504449007529,65.52498288843258,52,2001-12-24 13:18:07,10.425735797399042,False,False,False,1,Low Confidence
60958cdd-f11d-8b47-436a-d9b73213469c,2000-02-20,60958cdd-f11d-8b47-436a-d9b73213469c,1927-10-16,,999-15-5864,S99981401,X81030809X,Mr.,Jeffrey461,Beier427,,,M,white,nonhispanic,M,Amesbury  Massachusetts  US,669 Miller Gate Unit 80,Boston,Massachusetts,Suffolk County,2135.0,42.302827500624765,-70.9962176054938,2506990.953999999,346027.22599999956,95.07460643394936,72.34770704996578,73,2021-06-20 18:51:03,21.3305954825462,True,False,True,2,Moderate Confidence
60bb7ad4-524f-b7f8-6b7e-013b0a3e8747,2014-01-18,60bb7ad4-524f-b7f8-6b7e-013b0a3e8747,1963-08-05,2017-11-05,999-22-4871,S99953610,X41396248X,Mr.,Giovanni385,Heller342,,,M,white,nonhispanic,M,New Seabury  Massachusetts  US,672 Zulauf Forge,Spencer,Massachusetts,Worcester County,1562.0,42.2175537678816,-71.97015062116346,2300002.9549999996,1879.515,59.27173169062286,50.455852156057496,74,2017-11-06 20:04:22,3.800136892539357,True,True,True,3,High Confidence
60bd5b88-f42a-32ba-b4f1-5e626005505c,2017-11-05,60bd5b88-f42a-32ba-b4f1-5e626005505c,1961-06-23,,999-70-8362,S99913255,X79655154X,Mr.,Luciano237,Wisoky380,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,988 D'Amore Park,Shrewsbury,Massachusetts,Worcester County,,42.2900961603796,-71.70581455250102,1627240.667500001,12593.1225,61.38809034907597,56.369609856262834,56,2021-08-20 22:14:38,3.789185489390828,True,True,True,3,High Confidence
60c86f12-d72a-77bc-956a-d7a0303cc887,1997-01-14,60c86f12-d72a-77bc-956a-d7a0303cc887,1926-01-26,2005-06-07,999-54-3148,S99916907,X85698102X,Mr.,Orville751,Schimmel440,,,M,white,nonhispanic,M,Hanover  Massachusetts  US,909 Walker Frontage road,Newton,Massachusetts,Middlesex County,,42.271987965619005,-71.11455935480834,1982608.7054999997,349809.5645,96.7939767282683,70.9678302532512,125,2005-06-14 20:49:10,8.413415468856947,True,True,True,3,High Confidence
60f0cb3b-24e0-146e-e70e-805243fa4753,1999-09-18,60f0cb3b-24e0-146e-e70e-805243fa4753,1937-11-26,,999-66-9134,S99975465,X78783495X,Mr.,Jess275,Wisoky380,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,154 Lang Key,Peabody,Massachusetts,Essex County,1940.0,42.50963625881363,-71.02583436099258,507052.9999999998,148570.81000000006,84.96098562628337,61.80971937029432,84,2022-01-28 11:50:29,22.362765229295004,False,True,True,2,Moderate Confidence
61196201-e682-074d-04d6-fd140aaf5d92,1990-05-12,61196201-e682-074d-04d6-fd140aaf5d92,1923-02-09,2009-03-04,999-63-7613,S99949679,X48325509X,Mr.,Buck819,Harber290,,,M,white,nonhispanic,M,Arlington  Massachusetts  US,236 Terry Neck Apt 9,Dedham,Massachusetts,Norfolk County,2090.0,42.20693545329714,-71.21029411261864,2129447.733,459888.6269999999,99.75633127994524,67.25256673511294,78,2009-03-06 16:11:16,18.817248459958932,False,True,True,2,Moderate Confidence
614fa67c-faac-26b2-0781-fc27c699afab,2000-06-15,614fa67c-faac-26b2-0781-fc27c699afab,1931-07-09,2007-12-31,999-44-6727,S99995253,X9115655X,Mr.,Enoch803,Bartell116,,,M,white,nonhispanic,M,Winchester  Massachusetts  US,845 Kassulke Dam,Danvers,Massachusetts,Essex County,,42.608915453527295,-70.99992516441064,2503117.1635000003,1162233.1565,91.34565366187543,68.93634496919918,137,2008-01-03 17:11:20,7.5509924709103355,True,True,True,3,High Confidence
6170b14a-eae0-99be-1bcf-116b896c8454,2016-07-05,6170b14a-eae0-99be-1bcf-116b896c8454,1948-08-09,,999-30-2441,S99970646,X68436992X,Mr.,Gregorio366,Hagenes547,,,M,white,nonhispanic,M,Harvard  Massachusetts  US,736 Schmeler Hollow Apt 19,West Springfield,Massachusetts,Hampden County,,42.085784083798686,-72.61555502715736,301730.5855,448031.1245,74.25872689938399,67.90417522245038,110,2021-08-09 15:09:28,5.0951403148528405,False,True,True,2,Moderate Confidence
617ecd2d-9c91-f888-27c7-7db53ef2d9d8,2012-02-23,617ecd2d-9c91-f888-27c7-7db53ef2d9d8,1922-07-19,,999-95-9872,S99991430,X79830817X,Mr.,Eduardo902,Carter549,,,M,white,nonhispanic,M,Freetown  Massachusetts  US,383 Veum Gateway Unit 23,Northampton,Massachusetts,Hampshire County,1060.0,42.284382249416886,-72.58056973035286,2440864.0075000008,543673.5525000001,100.31759069130733,89.59890485968515,120,2021-04-28 18:44:03,9.177275838466803,False,True,True,2,Moderate Confidence
618034e9-1e4a-036a-013f-695aa5bdeb8a,1984-04-22,618034e9-1e4a-036a-013f-695aa5bdeb8a,1923-04-13,2010-02-25,999-19-6036,S99921308,X69311995X,Mr.,Leslie90,Rodriguez71,,,M,white,nonhispanic,M,Gloucester  Massachusetts  US,667 Swaniawski Avenue Unit 61,Springfield,Massachusetts,Hampden County,1109.0,42.160401882426875,-72.53000477982692,469274.552,576115.9480000002,99.58384668035592,61.02669404517454,76,2010-02-26 23:32:47,25.848049281314168,False,False,False,1,Low Confidence
618feb8f-2aad-27b5-4c25-797d59577c7e,2013-02-01,618feb8f-2aad-27b5-4c25-797d59577c7e,1933-12-29,2021-01-29,999-83-4348,S99983837,X56894447X,Mr.,Bryce11,Gusikowski974,,,M,black,nonhispanic,M,Lowell  Massachusetts  US,880 Heller Vista,Swampscott,Massachusetts,Essex County,,42.42898821845895,-70.89001060219883,2462478.430499999,375736.8795000001,88.870636550308,79.09377138945928,109,2021-02-12 19:41:40,8.030116358658454,False,True,True,2,Moderate Confidence
6198acaf-2d10-1b51-20a6-395d9f362373,1985-02-27,6198acaf-2d10-1b51-20a6-395d9f362373,1924-05-07,2016-02-08,999-22-8240,S99992715,X13398121X,Mr.,Enoch803,Fay398,,,M,hawaiian,nonhispanic,M,Boston  Massachusetts  US,351 Trantow Arcade,Taunton,Massachusetts,Bristol County,2780.0,41.93182654124871,-71.00575571230488,2367950.3404999995,216163.5895,98.5160848733744,60.8104038329911,99,2016-02-17 09:56:29,30.97056810403833,False,False,False,1,Low Confidence
61aeaad0-d30c-881c-ed3a-14d8d5e40898,1996-06-13,61aeaad0-d30c-881c-ed3a-14d8d5e40898,1931-04-18,,999-88-7137,S99918271,X34895338X,Mrs.,Rufina863,Hilpert278,,Stanton715,M,white,nonhispanic,F,Boston  Massachusetts  US,129 Mills Union Unit 45,Carver,Massachusetts,Plymouth County,,41.90324791348957,-70.73848012433686,3067165.6470000003,314271.63300000003,91.57015742642027,65.15537303216975,75,2021-12-12 02:20:06,25.49760438056126,False,False,False,1,Low Confidence
61fe4252-072c-e6e3-ca7a-305aaa015321,1984-10-30,61fe4252-072c-e6e3-ca7a-305aaa015321,1924-01-08,2006-11-08,999-28-8918,S99936580,X57169747X,Mr.,Luke971,Wintheiser220,,,M,white,nonhispanic,M,Boston  Massachusetts  US,949 Hintz Light,Amherst,Massachusetts,Hampshire County,,42.406038717997454,-72.5393693921766,377352.86650000006,629334.4635000001,98.84462696783025,60.8104038329911,129,2006-11-14 14:43:26,22.039698836413415,False,False,False,1,Low Confidence
62081372-528e-eb73-7272-dc22f3bb62dc,1988-06-20,62081372-528e-eb73-7272-dc22f3bb62dc,1924-03-31,,999-88-7326,S99912377,X43783378X,Mr.,Marquis364,Herman763,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,213 Vandervort Route Apt 77,Wareham,Massachusetts,Plymouth County,,41.770439038043584,-70.66210409968063,330971.78400000004,158052.97600000002,98.61738535249829,64.22176591375771,65,2021-12-27 20:31:50,33.51950718685831,False,False,False,1,Low Confidence
621532aa-4366-cfec-1898-d427cc9732f4,2007-07-30,621532aa-4366-cfec-1898-d427cc9732f4,1931-03-01,2009-03-06,999-66-6709,S99962448,X62115116X,Mr.,Dwight645,Waters156,,,M,white,nonhispanic,M,Fairhaven  Massachusetts  US,666 MacGyver Rue Apt 45,Newton,Massachusetts,Middlesex County,2467.0,42.390712438570226,-71.20786187057908,1004047.8899999995,275023.86000000004,91.7015742642026,76.41341546885695,713,2009-03-08 18:16:30,1.6071184120465434,False,True,True,2,Moderate Confidence
624e6dad-69f7-1f89-ca0b-5f77d4415ada,1992-01-31,624e6dad-69f7-1f89-ca0b-5f77d4415ada,1931-04-10,2016-12-30,999-33-1021,S99917753,X72372550X,Mr.,Weldon459,Nolan344,,,M,white,nonhispanic,M,Bourne  Massachusetts  US,608 Mohr Esplanade,Boston,Massachusetts,Suffolk County,2132.0,42.32490095819637,-71.06800363852915,2087751.0109999997,458895.2090000001,91.59206023271732,60.8104038329911,91,2017-01-06 18:33:11,24.933607118412045,False,True,True,2,Moderate Confidence
62701d90-ef9a-88d1-5231-73d1e728e91c,1989-11-20,62701d90-ef9a-88d1-5231-73d1e728e91c,1929-01-28,1994-09-24,999-24-1897,S99988607,X61580414X,Mr.,Elias404,Romaguera67,,,S,white,nonhispanic,M,Turners Falls  Massachusetts  US,115 Beahan Mill Suite 34,Sandwich,Massachusetts,Barnstable County,,41.71605744740962,-70.47997197314729,1973502.2299999995,10410.010000000002,93.78781656399727,60.8104038329911,76,1994-09-26 12:01:27,4.848733744010952,False,True,True,2,Moderate Confidence
629ee8c2-2201-4548-e6e5-c1716de67bfc,2004-04-13,629ee8c2-2201-4548-e6e5-c1716de67bfc,1941-02-03,2018-02-01,999-11-9558,S99918129,X13077018X,Mr.,Chad48,Conn188,,,M,white,nonhispanic,M,Holyoke  Massachusetts  US,412 Sauer Meadow Unit 46,Attleboro,Massachusetts,Bristol County,2703.0,41.974360396636946,-71.30805233396211,2087131.2119999996,464354.088,81.77138945927447,63.1895961670089,123,2018-02-06 05:34:27,13.817932922655714,True,True,True,3,High Confidence
62a12f3b-ae19-78bf-7af1-3a26fe2414dd,1979-10-24,62a12f3b-ae19-78bf-7af1-3a26fe2414dd,1922-09-11,2013-08-05,999-39-6763,S99980365,X56661724X,Mrs.,Simone657,Towne435,,Kreiger457,M,white,nonhispanic,F,Boston  Massachusetts  US,716 Koepp Station Unit 49,Milton,Massachusetts,Norfolk County,2186.0,42.25225614744974,-71.11507413083106,3047326.4895000015,710813.8604999997,100.1697467488022,57.1170431211499,125,2013-08-05 23:26:52,33.782340862423,False,False,False,1,Low Confidence
62a3972d-94e7-fba7-77ef-51e69b286bec,2014-03-14,62a3972d-94e7-fba7-77ef-51e69b286bec,1952-10-07,,999-70-7303,S99957875,X17534601X,Ms.,Annika454,Buckridge80,,,S,white,nonhispanic,F,Taunton  Massachusetts  US,409 Mitchell Approach,Milton,Massachusetts,Norfolk County,,42.23928887351019,-71.04206397329735,1990842.0379999997,489442.33200000005,70.09719370294319,61.43189596167009,49,2022-01-25 10:58:45,7.868583162217659,True,True,True,3,High Confidence
62a94ffc-89fb-4b8b-422a-aef654886f98,1995-01-08,62a94ffc-89fb-4b8b-422a-aef654886f98,1932-03-06,2008-01-21,999-87-3875,S99914413,X20832318X,Mr.,Clemente531,Bustamante966,,,M,white,hispanic,M,Guatemala City  Guatemala  GT,423 D'Amore Extension,Boston,Massachusetts,Suffolk County,2152.0,42.33746341688406,-71.04277870731633,2984406.9075,313464.31250000006,90.6858316221766,62.841889117043124,185,2008-01-28 03:00:23,13.05407255304586,True,True,True,3,High Confidence
62ae16b4-cb67-a7c5-80ae-ce20590c91e7,1984-05-22,62ae16b4-cb67-a7c5-80ae-ce20590c91e7,1924-02-05,1987-10-20,999-34-7406,S99967497,X49165417X,Mr.,Philip822,Schulist381,,,M,asian,nonhispanic,M,Truro  Massachusetts  US,447 Marks Village,Lowell,Massachusetts,Middlesex County,,42.65937835100931,-71.29248145784715,1324810.2525,10641.0675,98.76796714579055,60.29295003422313,55,1987-10-27 09:50:21,3.430527036276523,False,True,True,2,Moderate Confidence
62f93332-e071-81d3-e7aa-bda2bfc10958,1999-08-27,62f93332-e071-81d3-e7aa-bda2bfc10958,1923-04-09,2004-02-29,999-72-3127,S99943397,X76714104X,Mrs.,Lilli892,Abernathy524,,King743,M,white,nonhispanic,F,Boston  Massachusetts  US,825 Ziemann Heights,Plymouth,Massachusetts,Plymouth County,,41.85899136706687,-70.6465491164901,3228943.490000001,393545.03,99.59479808350444,76.3832991101985,133,2004-03-02 01:19:58,4.514715947980835,True,True,True,3,High Confidence
630180f3-3a30-e3ea-8129-639a88b31f84,2008-03-04,630180f3-3a30-e3ea-8129-639a88b31f84,1956-11-12,2011-08-12,999-72-2183,S99990063,X38243630X,Ms.,Britt177,Bernhard322,,,S,white,nonhispanic,F,Southborough  Massachusetts  US,362 Stiedemann Viaduct,Somerset,Massachusetts,Bristol County,2725.0,41.79008643607733,-71.11274188434953,2880144.0474999994,450667.5324999999,65.99863107460644,51.30732375085558,101,2011-08-16 06:16:56,3.4496919917864477,True,True,True,3,High Confidence
63085e92-3263-19d2-2fb7-cc5c09dfa713,2012-02-23,63085e92-3263-19d2-2fb7-cc5c09dfa713,1937-02-16,,999-71-2574,S99948773,X24538836X,Mrs.,Doreatha634,VonRueden376,,Smith67,M,white,nonhispanic,F,Framingham  Massachusetts  US,125 Langosh Way Suite 98,Chicopee,Massachusetts,Hampden County,,42.16983742849333,-72.49310648191724,2881988.7189999996,483437.531,85.73579739904176,75.01711156741958,104,2022-01-25 23:47:58,9.921971252566735,False,True,True,2,Moderate Confidence
630a5e2c-b454-5a94-82b9-c6403788e365,2020-03-18,630a5e2c-b454-5a94-82b9-c6403788e365,1967-11-11,,999-80-1414,S99969516,X34973536X,Mr.,Rex53,D'Amore443,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,305 Wisozk Trail Suite 35,Dracut,Massachusetts,Middlesex County,,42.64141301481104,-71.26053630583738,1732867.4525,9478.687499999998,55.00342231348392,52.35044490075291,54,2022-01-17 17:11:41,1.834360027378508,True,True,True,3,High Confidence
6312a5b7-fd30-81b7-3106-4250ab6010fa,2009-01-28,6312a5b7-fd30-81b7-3106-4250ab6010fa,1950-12-26,,999-26-2417,S99954849,X13370950X,Mrs.,Lauri399,DuBuque211,,Lubowitz58,M,black,nonhispanic,F,Falmouth  Massachusetts  US,152 Will Lane Unit 65,Winthrop,Massachusetts,Suffolk County,,42.38418511880883,-70.99524525735383,2248571.3245,199971.4155,71.87953456536619,58.091718001368925,129,2021-12-30 04:36:55,12.919917864476385,False,True,True,2,Moderate Confidence
6314af09-648b-7a23-d528-8d858b5f80db,1990-01-02,6314af09-648b-7a23-d528-8d858b5f80db,1927-04-26,1994-07-05,999-47-8495,S99914655,X54565090X,Mr.,Dick869,McDermott739,,,S,white,nonhispanic,M,Methuen  Massachusetts  US,537 Watsica Ville,Taunton,Massachusetts,Bristol County,2767.0,41.92979727352382,-71.08934601058897,1537592.7650000004,16158.755,95.5482546201232,62.68856947296372,276,1994-07-12 14:06:50,4.522929500342231,False,True,True,2,Moderate Confidence
6334c1d4-8a9e-658e-5053-2ee0627eef90,2000-03-11,6334c1d4-8a9e-658e-5053-2ee0627eef90,1939-11-21,2020-09-01,999-59-6074,S99955203,X12896543X,Mr.,José Emilio366,Granado100,,,M,black,hispanic,M,Santiago  Santiago Province  CL,856 Collier Gardens,Haverhill,Massachusetts,Essex County,1830.0,42.81237558346238,-71.09063657013105,2134649.8555,303555.02450000006,82.97604380561259,60.303901437371664,112,2020-09-09 06:19:31,20.49828884325804,False,True,True,2,Moderate Confidence
6335483d-ca5b-5525-cf3a-4449a03b82ff,1980-10-31,6335483d-ca5b-5525-cf3a-4449a03b82ff,1936-12-15,2021-03-27,999-33-4874,S99926926,X86619961X,Mrs.,Kayleigh718,Baumbach677,,Jerde200,M,white,nonhispanic,F,Stoughton  Massachusetts  US,385 Harvey Run,Medford,Massachusetts,Middlesex County,2155.0,42.40695143649312,-71.12487620599263,2726904.146,1064973.0740000005,85.90828199863107,43.87679671457906,133,2021-03-30 23:31:33,40.41067761806981,False,False,False,1,Low Confidence
6350dbc9-52cf-e28f-e9a6-c0a678f1a45b,1971-02-21,6350dbc9-52cf-e28f-e9a6-c0a678f1a45b,1924-01-30,1972-05-26,999-99-3990,S99996288,X42476294X,Mrs.,Irma773,Roberts511,,Ankunding277,M,white,nonhispanic,F,Hopedale  Massachusetts  US,176 Kutch Park,Holliston,Massachusetts,Middlesex County,,42.213678577793814,-71.44959512596739,1897139.3655,786908.2744999999,98.78439425051334,47.06091718001369,102,1972-06-01 00:46:02,1.2758384668035592,True,True,True,3,High Confidence
63562305-63f7-4664-3d03-425a7fa18ad7,2021-10-16,63562305-63f7-4664-3d03-425a7fa18ad7,1960-04-28,,999-72-2362,S99913162,X46650736X,Mr.,Blake449,Harber290,,,M,white,nonhispanic,M,Easthampton  Massachusetts  US,785 Dickinson Manor,Dudley,Massachusetts,Worcester County,,42.02818616016183,-71.89106429021872,228710.422,468738.0179999999,62.54072553045859,61.46748802190281,72,2022-01-19 02:06:09,0.2600958247775496,True,True,True,3,High Confidence
636d0729-f071-25c8-d58f-dba33502413a,1984-10-23,636d0729-f071-25c8-d58f-dba33502413a,1923-08-27,2005-09-17,999-98-1044,S99928561,X44841092X,Mr.,Derek111,Brakus656,,,S,white,nonhispanic,M,Millis-Clicquot  Massachusetts  US,688 Ankunding Club,Boston,Massachusetts,Suffolk County,2127.0,42.326823409825,-71.0302455353461,2118127.6125,164496.71749999994,99.21149897330595,61.158110882956876,97,2005-09-26 14:59:54,20.92539356605065,False,True,True,2,Moderate Confidence
6386efc1-1731-5623-d0df-2f45d88ed445,2009-10-13,6386efc1-1731-5623-d0df-2f45d88ed445,1956-08-23,2013-09-06,999-55-1807,S99951196,X82260842X,Mrs.,Martine382,Leffler128,,Kutch271,M,white,nonhispanic,F,Amesbury  Massachusetts  US,510 Streich Alley Apt 75,Fall River,Massachusetts,Bristol County,2790.0,41.75359798097272,-71.12362134049097,1170587.8165000002,1480945.2435,66.22039698836413,53.138945927446954,132,2013-09-12 13:21:20,3.915126625598905,True,True,True,3,High Confidence
63a13590-658b-303e-409b-fde853e121cb,1995-03-25,63a13590-658b-303e-409b-fde853e121cb,1931-05-22,2020-01-26,999-94-9607,S99972858,X11281750X,Mr.,Wade235,Von197,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,181 Durgan Ville,Pepperell,Massachusetts,Middlesex County,,42.65757322139247,-71.60652945499619,2468220.039999998,228400.52,91.47707049965777,63.841204654346335,91,2020-01-31 23:07:38,24.854209445585216,False,False,False,1,Low Confidence
63ae629e-8619-d940-496f-fff867a05c41,1987-03-25,63ae629e-8619-d940-496f-fff867a05c41,1926-01-26,2002-12-07,999-40-9935,S99990025,X76877228X,Mr.,Elijah719,Beier427,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,848 Murphy Trace Unit 77,Newton,Massachusetts,Middlesex County,2467.0,42.41752468356312,-71.17127343042456,1910530.2480000004,803161.4319999999,96.7939767282683,61.158110882956876,90,2002-12-10 20:49:10,15.71252566735113,True,True,True,3,High Confidence
63cc2236-3561-a901-f545-2e7411bac1cb,1993-10-13,63cc2236-3561-a901-f545-2e7411bac1cb,1930-04-24,1996-07-05,999-85-3375,S99978253,X7718740X,Mr.,Malcom15,Paucek755,,,S,white,nonhispanic,M,Boston  Massachusetts  US,325 Terry Trace Apt 87,Chatham,Massachusetts,Barnstable County,,41.60575775934421,-69.96822859339827,2967965.584999999,30223.005000000005,92.55304585900069,63.4715947980835,173,1996-07-11 21:37:51,2.7433264887063653,True,True,True,3,High Confidence
6427b757-441b-2ced-0aff-c4b285eb4be7,1978-03-11,6427b757-441b-2ced-0aff-c4b285eb4be7,1926-11-20,1981-07-05,999-88-1615,S99965531,X67378791X,Mr.,Curt84,Kerluke267,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,911 Cummings Viaduct Suite 26,Boston,Massachusetts,Suffolk County,2163.0,42.35201613553661,-71.1755107949054,929386.1900000004,102033.61,95.97809719370294,51.304585900068446,98,1981-07-11 21:23:13,3.3347022587268995,True,True,True,3,High Confidence
6432e293-aa45-ab23-2110-c2649615bdf6,2008-05-16,6432e293-aa45-ab23-2110-c2649615bdf6,1926-08-27,2013-09-17,999-31-2873,S99920636,X84156529X,Mr.,Ivory697,Torp761,,,S,black,nonhispanic,M,Springfield  Massachusetts  US,175 Jast Tunnel Apt 62,Belmont,Massachusetts,Middlesex County,,42.36463772441971,-71.17905289008861,2051317.357,122860.87299999998,96.21081451060917,81.71937029431896,88,2013-09-20 20:05:16,5.347022587268994,False,True,True,2,Moderate Confidence
6443e813-1b9b-620c-f7de-af77f9d02733,2006-11-05,6443e813-1b9b-620c-f7de-af77f9d02733,1932-10-14,,999-70-8083,S99936566,X75550861X,Mr.,Lesley194,Corwin846,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,765 Kreiger Ferry Unit 93,Cambridge,Massachusetts,Middlesex County,2472.0,42.351489378884686,-71.1527664967738,2819647.2070000004,521458.0430000002,90.07802874743327,74.05886379192334,739,2022-01-28 10:12:13,15.23066392881588,False,False,False,1,Low Confidence
6453b9c5-2c87-033f-e1d5-aa78c233041b,2009-03-20,6453b9c5-2c87-033f-e1d5-aa78c233041b,1943-08-27,2012-09-11,999-98-4504,S99930898,X35558339X,Mr.,Ellsworth48,Metz686,,,M,asian,nonhispanic,M,Leominster  Massachusetts  US,399 Pagac Throughway,Brockton,Massachusetts,Plymouth County,2302.0,42.06527853972532,-70.99518111894642,2063587.135,90770.295,79.21149897330595,65.56331279945243,641,2012-09-14 21:15:17,3.488021902806297,False,True,True,2,Moderate Confidence
6462373b-2f97-1e11-2ef4-14c4dc7dd566,2003-12-27,6462373b-2f97-1e11-2ef4-14c4dc7dd566,1945-10-18,,999-12-1687,S99976089,X12916239X,Mrs.,Charolette797,Bayer639,,Grady603,M,white,nonhispanic,F,Worcester  Massachusetts  US,554 Harber Drive,Leominster,Massachusetts,Worcester County,1453.0,42.59284516114442,-71.84220587201665,2127287.523,536597.747,77.06776180698152,58.19028062970568,107,2022-01-02 08:32:38,18.017796030116358,False,True,True,2,Moderate Confidence
6462e532-7b0c-8779-b440-aa2d3ff6831a,2016-08-07,6462e532-7b0c-8779-b440-aa2d3ff6831a,1937-11-20,2019-01-31,999-58-1755,S99919877,X88406226X,Mrs.,Imelda608,Stroman228,,Hartmann983,M,white,nonhispanic,F,Fall River  Massachusetts  US,255 Brakus Heights Unit 28,Ayer,Massachusetts,Middlesex County,1432.0,42.52366607134857,-71.6006856587196,4949207.022000001,4714488.498000002,84.97741273100615,78.71321013004791,135,2019-02-03 05:05:38,2.4914442162902124,True,True,True,3,High Confidence
64742fd5-3f16-8086-7453-630abd56ce7d,2000-06-06,64742fd5-3f16-8086-7453-630abd56ce7d,1924-04-03,2004-09-12,999-66-4560,S99986709,X28517241X,Mr.,Sancho742,Arroyo916,,,S,white,hispanic,M,Bayamon  Puerto Rico  PR,522 Nikolaus Ranch,Lakeville,Massachusetts,Plymouth County,,41.82637124676995,-70.96397548600818,2087866.5285,1098943.0015000002,98.60917180013689,76.17522245037645,182,2004-09-16 20:39:04,4.2792607802874745,True,True,True,3,High Confidence
64824553-5680-27d1-ef34-9d9cb952b35a,1990-07-01,64824553-5680-27d1-ef34-9d9cb952b35a,1931-02-04,1993-07-29,999-73-1283,S99994423,X63429974X,Mr.,Winfred745,Padberg411,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,340 Kihn Station,North Reading,Massachusetts,Middlesex County,,42.62557318630377,-71.0825462905772,2310289.8375,546.0825,91.77002053388091,59.403148528405204,82,1993-08-04 09:01:03,3.0937713894592744,True,True,True,3,High Confidence
648e05b7-9f87-0333-7042-07d666233f96,1993-11-11,648e05b7-9f87-0333-7042-07d666233f96,1927-09-05,2004-06-23,999-84-4698,S99939043,X67902434X,Mr.,Brooks264,Denesik803,,,M,white,nonhispanic,M,Wayland  Massachusetts  US,919 Moore Bypass,Cambridge,Massachusetts,Middlesex County,2140.0,42.35161001557688,-71.10416610401212,1961413.0880000005,127648.12200000002,95.18685831622176,66.18480492813141,38,2004-07-06 04:59:21,10.650239561943874,False,False,False,1,Low Confidence
648eb808-48d8-a8e8-0f50-795e2b03bef2,2001-06-29,648eb808-48d8-a8e8-0f50-795e2b03bef2,1932-08-16,2013-09-26,999-29-8621,S99953211,X49476557X,Mr.,Huey641,Mills423,,,M,white,nonhispanic,M,Boxborough  Massachusetts  US,571 West Lane Apt 21,Chelmsford,Massachusetts,Middlesex County,,42.56737209272288,-71.34919441526768,1901286.9025000003,195623.55749999997,90.23956194387407,68.86789869952088,83,2013-10-08 21:23:11,12.276522929500342,False,False,False,1,Low Confidence
64a13ab6-cabc-8e50-0428-5d9476a37564,1994-08-01,64a13ab6-cabc-8e50-0428-5d9476a37564,1928-04-30,1996-07-19,999-74-9306,S99996596,X49927329X,Mr.,Randal152,Funk324,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,869 Eichmann Neck Unit 83,Townsend,Massachusetts,Middlesex County,1469.0,42.69048454345565,-71.6911457920774,1617442.2775,10022.9725,94.53524982888433,66.25325119780972,30,1996-07-22 11:06:07,1.9739904175222451,False,True,True,2,Moderate Confidence
